parties_norm,parties_match,code,objectid,parties,archived,type,statusgrp,status,areaunit,layer_id,mapref,typeabb,part,layer_name,dtestart,areavalue,jurisdic,respoffice,name,region,summary,subtype,resources,stragreementconditionsjson,dtegranted,applno,typegroup,dtepegged,codeconcat,renewal,acccode,comments,interest,dteapplied,typecode,dteexpires,dterenewal,oldcode,resourcescd,operador,company,con_type,area_km,location,concession,operador_l,shape_leng,nomes,fc_id,objectid_1,source_name
"Zembe Estates, Limitada","Zembe Estates, Limitada",2187,1262441,"ZEMBE ESTATES, LDA",,Concessão Mineira,Extinto,Cancelado,Hectares,6,"INHAMBANE, VILANKULO, MAPINHANE",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2187C,,,,"GUA, LST",,,,Exploração,,2187 C,,,,Pessoa Colectiva,2007-08-24,C,,,,"GUA, LST",,,,,,,,,,,,MZ
"África Consultoria e Projectos, Limitada - ACP","África Consultoria e Projectos, Limitada - ACP",2199,1262442,"África Consultoria e Projectos, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,3200,Moçambique,Maputo Cidade,2199L,,,,LST,,,,Pesquisa,,2199 L,,,,Pessoa Colectiva,2007-08-31,L,,,,LST,,,,,,,,,,,,MZ
"África Consultoria e Projectos, Limitada - ACP","África Consultoria e Projectos, Limitada - ACP",2200,1262443,"África Consultoria e Projectos, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2200L,,,,LST,,,,Pesquisa,,2200 L,,,,Pessoa Colectiva,2007-08-31,L,,,,LST,,,,,,,,,,,,MZ
"Mozambique Holdings, Limitada","Mozambique Holdings, Limitada",2600,1262449,"Moçambique Holdings, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2600L,,,,STO,,,,Pesquisa,,2600 L,,,,Pessoa Colectiva,2008-03-19,L,,,,STO,,,,,,,,,,,,MZ
"Mozambique Holdings, Limitada","Mozambique Holdings, Limitada",2601,1262450,"Moçambique Holdings, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO; VILANKULO, VILANKULO",,Parte 1,Todas Licenças Extinto,,8960,Moçambique,Maputo Cidade,2601L,,,,STO,,2008-11-25,,Pesquisa,,2601 L,,,"Status da licença updated from file ""LISTA DE ACÇOES POR COMPLETAR.xlsx"" provided by Luisa Mahocha, 19 March 2012",Pessoa Colectiva,2008-03-19,L,2010-11-25,,,STO,,,,,,,,,,,,MZ
"Africa Great Wall Cement Manufacturer, Limitada","Africa Great Wall Cement Manufacturer, Limitada",2728,1262451,"Africa Great Wall Cement Manufacture, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2728L,,,,GYP,,,,Pesquisa,,2728 L,,,,Pessoa Colectiva,2008-04-02,L,,,,GYP,,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",2764,1262452,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"GAZA, CHIBUTO, MALEHICE; MANDLAKAZE, MANDLAKAZE, MAZUCANE, NGUZENE; XAI-XAI, CHONGOENE",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2764L,,,,TI,,,,Pesquisa,,2764 L,,,,Pessoa Colectiva,2008-04-09,L,,,,TI,,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",2798,1262453,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"GAZA, MANDLAKAZE, MANDLAKAZE, MAZUCANE, NGUZENE; XAI-XAI, CHONGOENE",,Parte 1,Todas Licenças Extinto,,20720,Moçambique,Maputo Cidade,2798L,,,,"MI, TI",,2009-09-17,,Pesquisa,,2798 L,,,,Pessoa Colectiva,2008-08-04,L,2014-09-17,,,"MI, TI",,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",2799,1262454,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"GAZA, MANDLAKAZE, NGUZENE; XAI-XAI, CHONGOENE",,Parte 1,Todas Licenças Extinto,,21860,Moçambique,Maputo Cidade,2799L,,,,"MI, TI",,,,Pesquisa,,2799 L,,,,Pessoa Colectiva,2008-04-18,L,,,,"MI, TI",,,,,,,,,,,,MZ
"Construções Novo Modelo Europa e Moçambique, Limitada","Construções Novo Modelo Europa e Moçambique, Limitada",2895,1262457,"Construçoes Novo Modelo Europa e Moçambique,Lda",,Concessão Mineira,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2895C,,,,STO,,,,Exploração,,2895 C,,,,Pessoa Colectiva,2008-05-29,C,,,,STO,,,,,,,,,,,,MZ
"Manica Lands Corporation, Limitada","Manica Lands Corporation, Limitada",2911,1262458,"Manica Lands Corporation, Limitada",,Certificado Mineiro,Extinto,Cancelado,Hectares,6,"INHAMBANE, GOVURO, NOVA MAMBONE; SOFALA, MACHANGA, MACHANGA",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2911CM,,,,DIA,,,,Exploração,,2911 CM,,,,Pessoa Colectiva,2008-06-04,CM,,,,DIA,,,,,,,,,,,,MZ
"Kokola Zambézia, Limitada","Kokola Zambézia, Limitada",2997,1262461,"Kokola Zambézia ,Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, MASSINGA, MASSINGA; MORRUMBENE, MUCODUENE",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2997L,,,,LST,,,,Pesquisa,,2997 L,,,,Pessoa Colectiva,2008-07-17,L,,,,LST,,,,,,,,,,,,MZ
"Kokola Zambézia, Limitada","Kokola Zambézia, Limitada",2998,1262462,"Kokola Zambézia ,Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO; VILANKULO, MAPINHANE",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,2998L,,,,LST,,,,Pesquisa,,2998 L,,,,Pessoa Colectiva,2008-07-17,L,,,,LST,,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",3201,1262465,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"GAZA, MANDLAKAZE, NGUZENE; XAI-XAI, CHONGOENE",,Parte 1,Todas Licenças Extinto,,21860,Moçambique,Maputo Cidade,3201L,,,,,,,,Pesquisa,,3201 L,,,,Pessoa Colectiva,2008-10-06,L,,,,,,,,,,,,,,,,MZ
"Siexpo, Limitada","Siexpo, Limitada",3202,1262466,"Siexpo, Lda",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"GAZA, CHIBUTO, MALEHICE; MANDLAKAZE, MANDLAKAZE, MAZUCANE, NGUZENE; XAI-XAI, CHONGOENE",,Parte 1,Todas Licenças Extinto,,18920,Moçambique,Maputo Cidade,3202L,,,,"MI, TI",,,,Pesquisa,,3202 L,,,,Pessoa Colectiva,2008-10-06,L,,,,"MI, TI",,,,,,,,,,,,MZ
"Sadbhav Mining, Limitada","Sadbhav Mining, Limitada",3214,1262467,"SADBHAV MINING, LIMITADA",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,7200,Moçambique,Maputo Cidade,3214L,,,,LST,,,,Pesquisa,,3214 L,,,,Pessoa Colectiva,2008-10-14,L,,,,LST,,,,,,,,,,,,MZ
"Wild Kingdom e Ocean Adventures, Limitada","Wild Kingdom e Ocean Adventures, Limitada",3390,1262476,"Wild Kingdom & Ocean Adventures, Lda",,Certificado Mineiro,Extinto,Caducado,Hectares,6,"INHAMBANE, VILANKULO, MAPINHANE",,Parte 1,Todas Licenças Extinto,,25,Moçambique,Maputo Cidade,3390CM,,,,LST,,2009-06-02,,Exploração,,3390 CM,,,,Pessoa Colectiva,2009-06-08,CM,2011-06-02,,,LST,,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",3411,1262478,"Africa Yuxiao Mining Development Company, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, CIDADE_DE_INHAMBANE, CIDADE_DE_INHAMBANE",,Parte 1,Todas Licenças Extinto,,3100,Moçambique,Maputo Cidade,3411L,,,,HSA,,,,Pesquisa,,3411 L,,,,Pessoa Colectiva,2009-06-30,L,,,,HSA,,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",3435,1262479,"Africa Yuxiao Mining Development Company, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectares,6,"INHAMBANE, INHARRIME, INHARRIME",,Parte 1,Todas Licenças Extinto,,7800,Moçambique,Maputo Cidade,3435L,,,,"ILM, TI, ZR",,2010-04-09,,Pesquisa,,3435 L,0,,,Pessoa Colectiva,2009-07-20,L,2015-04-09,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",3436,1262480,"Africa Yuxiao Mining Development Company, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHARRIME, INHARRIME; JANGAMO, JANGAMO",,Parte 1,Todas Licenças Extinto,,17980,Moçambique,Maputo Cidade,3436L,,,,"ILM, TI, ZR",,,,Pesquisa,,3436 L,,,,Pessoa Colectiva,2009-07-20,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Pedreira Pica Pedra, Limitada","Pedreira Pica Pedra, Limitada",3452,1262481,"Pedreira Pica Pedra, Lda.",,Certificado Mineiro,Extinto,Caducado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,280,Moçambique,Maputo Cidade,3452CM,,,,LST,,2009-11-16,,Exploração,,3452 CM,,,,Pessoa Colectiva,2009-07-14,CM,2010-11-16,,,LST,,,,,,,,,,,,MZ
"Africa Great Wall Cement Manufacturer, Limitada","Africa Great Wall Cement Manufacturer, Limitada",3472,1262483,"Africa Great Wall Cement Manufacture, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO, MASSINGA",,Parte 1,Todas Licenças Extinto,,21600,Moçambique,Maputo Cidade,3472L,,,,LST,,2009-11-12,,Pesquisa,,3472 L,,,,Pessoa Colectiva,2009-08-24,L,2014-11-12,,,LST,,,,,,,,,,,,MZ
"Africa Great Wall Cement Manufacturer, Limitada","Africa Great Wall Cement Manufacturer, Limitada",3473,1262484,"Africa Great Wall Cement Manufacture, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO; VILANKULO, MAPINHANE",,Parte 1,Todas Licenças Extinto,,22000,Moçambique,Maputo Cidade,3473L,,,,LST,,2009-11-30,,Pesquisa,,3473 L,,,,Pessoa Colectiva,2009-08-24,L,2014-11-30,,,LST,,,,,,,,,,,,MZ
"África Yuxiao Mining Development Company, Limitada","África Yuxiao Mining Development Company, Limitada",3656,1262488,"Africa Yuxiao Mining Development Company, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, INHARRIME, INHARRIME; JANGAMO, JANGAMO",,Parte 1,Todas Licenças Extinto,,14440,Moçambique,Maputo Cidade,3656L,,,,"ILM, TI, ZR",,,,Pesquisa,,3656 L,,,,Pessoa Colectiva,2010-03-15,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",3956,1262494,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO; VILANKULO, VILANKULO",,Parte 1,Todas Licenças Extinto,,17140,Moçambique,Maputo Cidade,3956L,,,,HSA,,,,Pesquisa,,3956 L,,,,Pessoa Colectiva,2010-10-05,L,,,,HSA,,,,,,,,,,,,MZ
"Acácia Mineração, Limitada","Acácia Mineração, Limitada",4036,1262500,"Acacia Mineracao, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"GAZA, MANDLAKAZE, CHIBONZANE, CHIDENGUELE, MAZUCANE, NGUZENE",,Parte 1,Todas Licenças Extinto,,6120,Moçambique,Maputo Cidade,4036L,,,,DIT,,2011-04-20,,Pesquisa,,4036 L,0,,,Pessoa Colectiva,2010-11-04,L,2012-05-16,,,DIT,,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4123,1262501,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO; VILANKULO, MAPINHANE",,Parte 1,Todas Licenças Extinto,,19200,Moçambique,Maputo Cidade,4123L,,,,"ILM, TI, ZR",,,,Pesquisa,,4123 L,,,,Pessoa Colectiva,2010-12-14,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4130,1262502,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO; VILANKULO, MAPINHANE, VILANKULO",,Parte 1,Todas Licenças Extinto,,20480,Moçambique,Maputo Cidade,4130L,,,,"ILM, TI, ZR",,,,Pesquisa,,4130 L,,,,Pessoa Colectiva,2010-12-14,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4132,1262503,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO",,Parte 1,Todas Licenças Extinto,,22980,Moçambique,Maputo Cidade,4132L,,,,"ILM, TI, ZR",,,,Pesquisa,,4132 L,,,,Pessoa Colectiva,2010-12-14,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4163,1262504,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"INHAMBANE, JANGAMO, JANGAMO",,Parte 1,Todas Licenças Extinto,,11860,Moçambique,Maputo Cidade,4163L,,,,TAN,,,,Pesquisa,,4163 L,,,,Pessoa Colectiva,2010-12-20,L,,,,TAN,,,,,,,,,,,,MZ
"Hongti Mineral, Limitada","Hongti Mineral, Limitada",4324,1262506,"Hong Ti Mineral, Lda.",,Licença de Prospecção e Pesquisa,Extinto,Cancelado,Hectares,6,"INHAMBANE, MASSINGA, CHICOMO",,Parte 1,Todas Licenças Extinto,,22980,Moçambique,Maputo Cidade,4324L,,,,"ILM, TI, ZR",,,,Pesquisa,,4324 L,,,,Pessoa Colectiva,2011-04-06,L,,,,"ILM, TI, ZR",,,,,,,,,,,,MZ
"Orecorp Moçambique, Limitada","Orecorp Moçambique, Limitada",4653,1262510,"ORECORP Mocambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Abandono Total,Hectares,6,"GAZA, CHIBUTO, GODIDE, MALEHICE; MANDLAKAZE, MACUACUA, XHALALA",,Parte 1,Todas Licenças Extinto,,23700,Moçambique,Maputo Cidade,4653L,,,,"RUT, ZR",,,,Pesquisa,,4653 L,,,,Pessoa Colectiva,2011-07-25,L,,,,"RUT, ZR",,,,,,,,,,,,MZ
"Atlantic Investimentos Internacional, Limitada","Atlantic Investimentos Internacional, Limitada",2385,1264237,Atlantic Investimentos Internacional Limitada,,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"MAPUTO, BOANE, BOANE, MATOLA RIO; CIDADE_DA_MATOLA, CIDADE_DA_MATOLA; CIDADE_DE_MAPUTO, CIDADE_DE_MAPUTO",,Parte 1,Todas Licenças Extinto,,10980,Moçambique,Maputo Cidade,2385L,,,,DIA,,2008-06-06,,Pesquisa,,2385 L,0,,,Pessoa Colectiva,2007-11-16,L,2013-06-06,,,DIA,,,,,,,,,,,,MZ
"China-Mozambique Cement & Mining Development. Company, Limitada","China-Mozambique Cement & Mining Development. Company, Limitada",5637,1262536,China-Mozambique Cement & Mining Development Co. Lda ,,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectares,6,"INHAMBANE, INHASSORO, INHASSORO",,Parte 1,Todas Licenças Extinto,,4436.61,Moçambique,Maputo Cidade,,,,,GUA,,,,Pesquisa,,5637 L,,,,Pessoa Colectiva,2012-07-19,L,,,,GUA,,,,,,,,,,,,MZ
"Diatomites de Moçambique, Limitada","Diatomites de Moçambique, Limitada",1547,1262545,"Diatomites de Mocambique, Lda",,Licença de Reconhecimento,Extinto,Cancelado,Hectares,6,"GAZA, CHIBUTO, GODIDE, MALEHICE; MANDLAKAZE, CHIBONZANE, MACUACUA, MANDLAKAZE, MAZUCANE, XHALALA",,Parte 1,Todas Licenças Extinto,,1544,Moçambique,Maputo Cidade,1547R,,,,DIT,,,,Pesquisa,,1547 R,,,,Pessoa Colectiva,2006-10-02,R,,,,DIT,,,,,,,,,,,,MZ
"Biworld International, Limited","Biworld International, Limited",4497,1262548,"Biworld International, Limited",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"TETE, TSANGANO, NTENGO-WA-MBALAME, TSANGANO",,Parte 1,Todas Licenças Extinto,,500,Moçambique,Maputo Cidade,4497L,,,,BME,,,,Pesquisa,,4497 L,,,,Pessoa Colectiva,2011-05-25,L,,,,BME,,,,,,,,,,,,MZ
"Earthstone Resources Mozambique, Limitada","Earthstone Resources Mozambique, Limitada",4921,1262550,"Earthstone Resources Mocambique, Lda",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"TETE, TSANGANO, NTENGO-WA-MBALAME",,Parte 1,Todas Licenças Extinto,,3400,Moçambique,Maputo Cidade,4921L,,,,FE,,,,Pesquisa,,4921 L,,,,Pessoa Colectiva,2011-11-09,L,,,,FE,,,,,,,,,,,,MZ
"Rachana Global, Limitada","Rachana Global, Limitada",2077,1262557,"RACHANA GLOBAL, LDA",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"TETE, MAGOE, CHINTHOPO",,Parte 1,Todas Licenças Extinto,,15840,Moçambique,Maputo Cidade,2077L,,,,BME,,2008-02-12,,Pesquisa,,2077 L,0,,,Pessoa Colectiva,2007-06-19,L,2013-02-12,,,BME,,,,,,,,,,,,MZ
"Mozambique International Mining Research and Developments, S.A.","Mozambique International Mining Research and Developments, S.A.",6309,1262561,"MOZAMBIQUE INTERNATIONAL MINING RESEARCH AND DEVELOPMENTES, S.A ",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"TETE, CHIFUNDE, MUALADZE, NSADZU",,Parte 1,Todas Licenças Extinto,,13040.47,Moçambique,Maputo Cidade,,,,,AUM,,,,Pesquisa,,6309 L,,,,Pessoa Colectiva,2013-05-03,L,,,,AUM,,,,,,,,,,,,MZ
"Mozambique International Mining Research and Developments, S.A.","Mozambique International Mining Research and Developments, S.A.",6308,1262570,"MOZAMBIQUE INTERNATIONAL MINING RESEARCH AND DEVELOPMENTES, S.A ",,Licença de Prospecção e Pesquisa,Extinto,Caducado,Hectare,6,"TETE, CHIFUNDE, MUALADZE, NSADZU",,Parte 1,Todas Licenças Extinto,,16386.69,Moçambique,Maputo Cidade,,,,,AUM,,,,Pesquisa,,6308 L,,,,Pessoa Colectiva,2013-05-03,L,,,,AUM,,,,,,,,,,,,MZ
"HS Mining, Limitada","HS Mining, Limitada",4018,1262575,"HS Mining, Limitada",,Licença de Prospecção e Pesquisa,Extinto,Pedido Cancelado,Hectare,6,"GAZA, MASSANGENA, MASSANGENA, MAVUE; MANICA, MACHAZE, SAVE",,Parte 1,Todas Licenças Extinto,,22440,Moçambique,Maputo Cidade,4018L,,,,DIA,,,,Pesquisa,,4018 L,,,,Pessoa Colectiva,2010-10-29,L,,,,DIA,,,,,,,,,,,,MZ
